PLAYER_ID,PLAYER_NAME,Pos,Age,GP,MIN,FG_PCT,FG3_PCT,FT_PCT,OREB,DREB,AST,TOV,STL,BLK,PTS,PLUS_MINUS,WS/48,BPM,VORP,PER,SALARY
1628983,Shai Gilgeous-Alexander,PG,0.3,0.892,0.898,0.716,0.353,0.874,0.196,0.465,0.569,0.5,0.952,0.25,0.867,0.981,0.688,0.524,0.715,0.653,33386850
1629003,Shake Milton,SG,0.4,0.566,0.313,0.542,0.281,0.816,0.065,0.129,0.119,0.136,0.19,0.028,0.13,0.556,0.506,0.348,0.114,0.386,5475908
1627885,Shaquille Harrison,SG,0.55,0.024,0.043,0.669,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.083,0.02,0.431,0.54,0.463,0.138,0.475,
1631321,Sidy Cissoko,SF,0.0,0.133,0.302,0.649,0.083,0.8,0.152,0.119,0.073,0.068,0.286,0.083,0.11,0.699,0.556,0.362,0.138,0.423,1119563
1631323,Simone Fontecchio,SF,0.45,0.783,0.655,0.616,0.401,0.818,0.217,0.277,0.138,0.227,0.333,0.083,0.303,0.583,0.517,0.386,0.171,0.424,3044872
1630219,Skylar Mays,PG,0.35,0.446,0.294,0.53,0.296,0.765,0.065,0.089,0.202,0.114,0.286,0.028,0.118,0.477,0.503,0.372,0.138,0.423,1799163
203915,Spencer Dinwiddie,PG,0.55,0.904,0.746,0.525,0.337,0.805,0.087,0.228,0.431,0.273,0.333,0.083,0.303,0.644,0.533,0.373,0.146,0.419,21911797
1630649,Stanley Umude,SG,0.25,0.277,0.332,0.589,0.453,0.906,0.065,0.178,0.046,0.136,0.143,0.083,0.153,0.458,0.536,0.377,0.138,0.415,538460
201939,Stephen Curry,PG,0.8,0.88,0.864,0.602,0.408,0.923,0.109,0.396,0.468,0.636,0.333,0.111,0.761,0.722,0.582,0.472,0.496,0.537,51915615
1629004,Svi Mykhailiuk,SF,0.35,0.482,0.259,0.557,0.389,0.667,0.065,0.099,0.083,0.068,0.143,0.0,0.115,0.769,0.553,0.374,0.138,0.419,2019706
204456,T.J. McConnell,PG,0.6,0.843,0.476,0.744,0.409,0.79,0.109,0.218,0.505,0.341,0.476,0.028,0.294,0.662,0.582,0.441,0.268,0.541,8700000
203933,T.J. Warren,SF,0.55,0.12,0.291,0.588,0.154,0.75,0.109,0.149,0.073,0.091,0.19,0.028,0.107,0.815,0.516,0.337,0.13,0.386,452693
201959,Taj Gibson,PF,0.95,0.229,0.262,0.542,0.2,1.0,0.13,0.129,0.055,0.068,0.095,0.111,0.049,0.532,0.503,0.326,0.122,0.342,2961636
1629659,Talen Horton-Tucker,PG,0.2,0.602,0.519,0.53,0.33,0.807,0.087,0.198,0.321,0.295,0.429,0.111,0.291,0.505,0.499,0.383,0.154,0.442,11020000
1631106,Tari Eason,PF,0.15,0.253,0.572,0.624,0.36,0.636,0.457,0.485,0.11,0.205,0.667,0.25,0.282,0.787,0.568,0.422,0.171,0.491,3527160
1627752,Taurean Prince,PF,0.5,0.928,0.711,0.592,0.396,0.735,0.065,0.267,0.138,0.205,0.333,0.111,0.256,0.532,0.502,0.361,0.106,0.381,4516000
1641707,Taylor Hendricks,PF,0.05,0.47,0.561,0.602,0.379,0.793,0.261,0.347,0.073,0.159,0.333,0.222,0.21,0.426,0.524,0.377,0.146,0.42,5569920
1631386,Taze Moore,SG,0.3,0.036,0.259,0.564,0.143,0.5,0.217,0.099,0.119,0.182,0.238,0.0,0.13,0.347,0.454,0.356,0.138,0.42,64343
1629611,Terance Mann,SG,0.4,0.892,0.658,0.689,0.348,0.832,0.261,0.218,0.147,0.136,0.286,0.056,0.254,0.634,0.553,0.379,0.154,0.423,10576923
1631173,Terquavion Smith,PG,0.1,0.181,0.131,0.523,0.371,0.6,0.0,0.03,0.073,0.091,0.238,0.0,0.095,0.583,0.508,0.411,0.146,0.46,
1626179,Terry Rozier,PG,0.5,0.723,0.882,0.593,0.363,0.869,0.13,0.347,0.514,0.386,0.476,0.083,0.571,0.38,0.541,0.42,0.285,0.493,23205221
1630678,Terry Taylor,PF,0.25,0.361,0.152,0.687,0.222,0.8,0.109,0.059,0.028,0.045,0.095,0.028,0.043,0.625,0.524,0.355,0.138,0.398,2019706
201152,Thaddeus Young,PF,0.8,0.386,0.345,0.806,0.143,0.4,0.304,0.168,0.156,0.114,0.333,0.056,0.121,0.546,0.578,0.404,0.154,0.475,8638413
203648,Thanasis Antetokounmpo,PF,0.6,0.398,0.112,0.714,0.0,0.0,0.043,0.02,0.046,0.091,0.095,0.028,0.026,0.546,0.46,0.311,0.122,0.337,2019706
1630177,Theo Maledon,PG,0.15,0.193,0.324,0.383,0.167,0.933,0.043,0.119,0.147,0.25,0.19,0.0,0.101,0.426,0.37,0.257,0.098,0.306,
1628418,Thomas Bryant,C,0.35,0.446,0.299,0.772,0.182,0.872,0.239,0.267,0.055,0.136,0.143,0.111,0.164,0.616,0.61,0.394,0.154,0.516,2528233
203501,Tim Hardaway Jr.,SF,0.6,0.94,0.706,0.538,0.353,0.852,0.065,0.287,0.165,0.205,0.238,0.028,0.415,0.611,0.508,0.359,0.098,0.424,17897728
1641851,Timmy Allen,SF,0.25,0.048,0.66,0.349,0.0,0.5,0.174,0.257,0.092,0.091,0.381,0.0,0.075,0.0,0.435,0.245,0.114,0.275,
202699,Tobias Harris,PF,0.6,0.831,0.893,0.652,0.353,0.878,0.239,0.525,0.284,0.295,0.476,0.194,0.496,0.75,0.565,0.412,0.276,0.483,39270150
1628470,Torrey Craig,SF,0.7,0.627,0.519,0.576,0.392,0.75,0.283,0.277,0.101,0.136,0.286,0.111,0.164,0.444,0.538,0.372,0.138,0.407,2528233
1641787,Tosan Evbuomwan,SF,0.15,0.193,0.567,0.679,0.375,0.68,0.239,0.248,0.083,0.114,0.19,0.083,0.17,0.255,0.525,0.358,0.13,0.395,135120
1641739,Toumani Camara,PF,0.2,0.831,0.652,0.602,0.337,0.758,0.435,0.287,0.11,0.273,0.429,0.139,0.216,0.477,0.512,0.356,0.098,0.405,1119563
1629027,Trae Young,PG,0.3,0.639,0.952,0.576,0.373,0.855,0.087,0.228,0.991,1.0,0.619,0.056,0.741,0.505,0.559,0.436,0.317,0.533,40064220
1631218,Trayce Jackson-Davis,PF,0.2,0.807,0.433,0.94,0.0,0.561,0.435,0.297,0.11,0.159,0.19,0.306,0.228,0.625,0.632,0.438,0.252,0.55,1119563
1630200,Tre Jones,PG,0.25,0.916,0.733,0.676,0.335,0.856,0.174,0.297,0.569,0.341,0.476,0.028,0.288,0.588,0.557,0.394,0.211,0.459,9895833
1630544,Tre Mann,PG,0.15,0.482,0.634,0.614,0.373,0.763,0.109,0.307,0.367,0.364,0.571,0.028,0.268,0.458,0.514,0.381,0.154,0.446,3191400
1630570,Trendon Watford,PF,0.2,0.747,0.353,0.705,0.397,0.794,0.174,0.228,0.119,0.227,0.19,0.083,0.199,0.546,0.548,0.393,0.163,0.472,2019706
1630235,Trent Forrest,SG,0.3,0.446,0.281,0.506,0.2,0.765,0.065,0.109,0.22,0.114,0.143,0.028,0.063,0.486,0.49,0.338,0.114,0.382,533945
1630243,Trevelin Queen,SG,0.35,0.157,0.305,0.493,0.176,0.75,0.043,0.119,0.119,0.114,0.238,0.111,0.084,0.574,0.513,0.352,0.13,0.374,
1641998,Trey Jemison,C,0.25,0.289,0.604,0.738,0.0,0.84,0.565,0.277,0.101,0.318,0.238,0.306,0.196,0.398,0.526,0.329,0.098,0.42,
1626168,Trey Lyles,PF,0.45,0.687,0.524,0.596,0.384,0.7,0.239,0.337,0.11,0.159,0.143,0.083,0.207,0.745,0.546,0.384,0.163,0.422,8000000
