PLAYER_ID,PLAYER_NAME,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,OREB,DREB,REB,AST,TOV,STL,BLK,PTS,PLUS_MINUS,SALARY
1630639,A.J. Lawson,0.5670103092783505,0.21030927835051544,0.14742268041237114,0.16391752577319588,0.13861855670103093,0.13711340206185568,0.14639175257731957,0.13670103092783506,0.13814432989690723,0.13711340206185568,0.14329896907216494,0.14639175257731957,0.13917525773195877,0.13711340206185568,0.1360824742268041,0.13505154639175257,0.1670103092783505,0.13814432989690723,1000000
1631260,AJ Green,0.711340206185567,0.24742268041237114,0.14948453608247422,0.17010309278350516,0.13838144329896906,0.14639175257731957,0.16494845360824742,0.13822680412371133,0.13711340206185568,0.1360824742268041,0.14432989690721648,0.14536082474226802,0.13917525773195877,0.1360824742268041,0.1360824742268041,0.13505154639175257,0.18041237113402062,0.14329896907216494,1901769
1631100,AJ Griffin,0.3402061855670103,0.22164948453608246,0.14329896907216494,0.165979381443299,0.1370103092783505,0.13917525773195877,0.15463917525773196,0.136659793814433,0.13505154639175257,0.13505154639175257,0.1422680412371134,0.14329896907216494,0.13711340206185568,0.13814432989690723,0.13505154639175257,0.13505154639175257,0.15876288659793814,0.10721649484536083,3712920
203932,Aaron Gordon,0.8865979381443299,0.4587628865979381,0.19072164948453607,0.23505154639175257,0.13975257731958765,0.13917525773195877,0.15360824742268042,0.1370103092783505,0.15876288659793814,0.15876288659793814,0.17628865979381445,0.20103092783505155,0.17010309278350516,0.14845360824742268,0.1422680412371134,0.1402061855670103,0.27731958762886594,0.19381443298969073,22266182
1628988,Aaron Holiday,0.9381443298969072,0.3020618556701031,0.15876288659793814,0.18865979381443299,0.13861855670103093,0.14536082474226802,0.16288659793814433,0.1380103092783505,0.14123711340206185,0.13711340206185568,0.14742268041237114,0.15051546391752577,0.15257731958762888,0.14123711340206185,0.13917525773195877,0.13505154639175257,0.2020618556701031,0.14536082474226802,2019706
1630174,Aaron Nesmith,0.8762886597938144,0.4195876288659794,0.17938144329896905,0.22474226804123712,0.1391340206185567,0.15360824742268042,0.1814432989690722,0.13834020618556703,0.14948453608247422,0.14329896907216494,0.16391752577319588,0.1731958762886598,0.14948453608247422,0.14329896907216494,0.14329896907216494,0.14123711340206185,0.25979381443298966,0.15670103092783505,5634257
1630598,Aaron Wiggins,0.9381443298969072,0.2958762886597938,0.16185567010309276,0.18350515463917527,0.1398144329896907,0.1422680412371134,0.15051546391752577,0.13909278350515464,0.14123711340206185,0.1422680412371134,0.15051546391752577,0.15876288659793814,0.14536082474226802,0.14123711340206185,0.14123711340206185,0.1360824742268041,0.20515463917525772,0.14639175257731957,1836096
1641745,Adam Flagler,0.15463917525773196,0.20618556701030927,0.13917525773195877,0.17010309278350516,0.13549484536082476,0.13917525773195877,0.16494845360824742,0.13574226804123712,0.13402061855670103,0.13402061855670103,0.13402061855670103,0.13402061855670103,0.15463917525773196,0.13402061855670103,0.13402061855670103,0.13402061855670103,0.14948453608247422,0.13402061855670103,1927896
1641766,Adama Sanogo,0.2268041237113402,0.20927835051546392,0.15051546391752577,0.16494845360824742,0.13937113402061857,0.13402061855670103,0.13402061855670103,0.13402061855670103,0.14329896907216494,0.1556701030927835,0.15360824742268042,0.17525773195876287,0.13402061855670103,0.1402061855670103,0.13505154639175257,0.13402061855670103,0.17525773195876287,0.1731958762886598,2419706
1629678,Admiral Schofield,0.3711340206185567,0.17216494845360825,0.13814432989690723,0.14536082474226802,0.1379896907216495,0.13711340206185568,0.14123711340206185,0.13788659793814434,0.13402061855670103,0.13505154639175257,0.1402061855670103,0.14123711340206185,0.13711340206185568,0.1360824742268041,0.13402061855670103,0.13402061855670103,0.14536082474226802,0.12783505154639174,3666667
201143,Al Horford,0.8041237113402062,0.41030927835051545,0.16804123711340208,0.19999999999999998,0.1392886597938144,0.1515463917525773,0.17525773195876287,0.13834020618556703,0.13814432989690723,0.14742268041237114,0.1865979381443299,0.19999999999999998,0.16082474226804122,0.14123711340206185,0.1402061855670103,0.14432989690721648,0.22268041237113403,0.20103092783505155,10000000
202692,Alec Burks,0.8144329896907216,0.3237113402061855,0.1670103092783505,0.22268041237113403,0.13782474226804123,0.15360824742268042,0.18556701030927836,0.13789690721649484,0.15670103092783505,0.13814432989690723,0.15360824742268042,0.1577319587628866,0.14742268041237114,0.14123711340206185,0.13814432989690723,0.1360824742268041,0.24123711340206183,0.09381443298969072,10489600
1630197,Aleksej Pokusevski,0.422680412371134,0.28350515463917525,0.15257731958762888,0.17835051546391753,0.13819587628865979,0.1402061855670103,0.15463917525773196,0.1373917525773196,0.14536082474226802,0.1402061855670103,0.16082474226804122,0.1670103092783505,0.14742268041237114,0.14123711340206185,0.13917525773195877,0.13917525773195877,0.18762886597938144,0.10721649484536083,5574809
1627936,Alex Caruso,0.865979381443299,0.4298969072164949,0.1711340206185567,0.21237113402061858,0.13884536082474228,0.15360824742268042,0.1824742268041237,0.13822680412371133,0.14432989690721648,0.14329896907216494,0.16494845360824742,0.1731958762886598,0.17010309278350516,0.14845360824742268,0.1515463917525773,0.14432989690721648,0.23814432989690723,0.13505154639175257,9460000
1641788,Alex Fudge,0.1958762886597938,0.20309278350515464,0.14432989690721648,0.15979381443298968,0.13814432989690723,0.1360824742268041,0.1422680412371134,0.1360824742268041,0.13711340206185568,0.14123711340206185,0.1360824742268041,0.1422680412371134,0.13402061855670103,0.13711340206185568,0.13917525773195877,0.13402061855670103,0.15979381443298968,0.06701030927835051,2019706
