PLAYER_ID,PLAYER_NAME,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,OREB,DREB,REB,AST,TOV,STL,BLK,PTS,PLUS_MINUS,SALARY
1631222,Jake LaRavia,0.41,0.604,0.296,0.369,0.521,0.312,0.381,0.34,0.255,0.267,0.326,0.218,0.27,0.156,0.295,0.381,0.083,0.311,0.449,3199920
1627751,Jakob Poeltl,0.59,0.695,0.435,0.322,0.878,0.0,0.0,0.0,0.118,0.181,0.63,0.564,0.628,0.229,0.341,0.333,0.417,0.32,0.588,19500000
1628973,Jalen Brunson,0.916,0.936,0.896,0.907,0.641,0.563,0.576,0.401,0.539,0.56,0.13,0.307,0.263,0.615,0.545,0.429,0.056,0.827,0.907,26346666
1630622,Jalen Crutcher,0.0,0.061,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648,
1631105,Jalen Duren,0.723,0.767,0.496,0.39,0.829,0.0,0.008,0.0,0.225,0.259,0.674,0.842,0.847,0.22,0.477,0.238,0.222,0.398,0.366,4330680
1630224,Jalen Green,0.976,0.837,0.6,0.686,0.566,0.521,0.627,0.332,0.343,0.371,0.109,0.465,0.38,0.321,0.523,0.381,0.083,0.565,0.62,9891480
1641720,Jalen Hood-Schifino,0.241,0.128,0.043,0.089,0.297,0.021,0.059,0.133,0.059,0.086,0.022,0.05,0.044,0.037,0.091,0.048,0.028,0.046,0.481,3695040
1630552,Jalen Johnson,0.663,0.89,0.557,0.53,0.684,0.271,0.305,0.355,0.186,0.224,0.283,0.733,0.635,0.33,0.409,0.571,0.222,0.461,0.537,2925360
1629667,Jalen McDaniels,0.59,0.278,0.113,0.161,0.461,0.042,0.119,0.169,0.049,0.06,0.087,0.119,0.117,0.064,0.136,0.19,0.028,0.098,0.454,4516000
1629618,Jalen Pickett,0.313,0.11,0.052,0.055,0.574,0.062,0.076,0.36,0.01,0.009,0.0,0.05,0.036,0.073,0.068,0.048,0.0,0.046,0.602,1708143
1641771,Jalen Slawson,0.133,0.072,0.026,0.021,0.893,0.0,0.017,0.0,0.0,0.0,0.022,0.05,0.044,0.018,0.045,0.048,0.028,0.02,0.579,
1630188,Jalen Smith,0.723,0.449,0.33,0.275,0.793,0.208,0.203,0.424,0.118,0.147,0.391,0.366,0.401,0.092,0.159,0.143,0.167,0.285,0.593,5043773
1630591,Jalen Suggs,0.892,0.711,0.391,0.403,0.631,0.417,0.432,0.397,0.157,0.181,0.13,0.238,0.226,0.248,0.409,0.667,0.167,0.363,0.63,7252080
1631114,Jalen Williams,0.843,0.826,0.652,0.593,0.723,0.312,0.288,0.427,0.245,0.267,0.109,0.347,0.292,0.413,0.386,0.524,0.167,0.55,0.852,4558680
1630592,Jalen Wilson,0.506,0.404,0.157,0.178,0.569,0.125,0.144,0.324,0.088,0.095,0.239,0.198,0.219,0.092,0.091,0.143,0.028,0.144,0.597,850000
1631288,Jamal Cain,0.301,0.257,0.113,0.127,0.576,0.083,0.102,0.355,0.069,0.078,0.13,0.079,0.102,0.037,0.068,0.19,0.056,0.107,0.556,
1627750,Jamal Murray,0.699,0.832,0.696,0.708,0.644,0.521,0.492,0.425,0.265,0.267,0.152,0.337,0.299,0.596,0.477,0.476,0.194,0.611,0.847,33833400
1631123,Jamaree Bouyea,0.096,0.27,0.096,0.131,0.478,0.021,0.085,0.111,0.0,0.0,0.065,0.178,0.153,0.11,0.227,0.048,0.0,0.066,0.523,
1630547,James Bouknight,0.157,0.144,0.113,0.123,0.588,0.188,0.178,0.433,0.01,0.009,0.022,0.059,0.044,0.037,0.023,0.048,0.028,0.104,0.565,4570080
201935,James Harden,0.855,0.906,0.426,0.483,0.573,0.542,0.576,0.381,0.412,0.414,0.109,0.465,0.372,0.78,0.591,0.524,0.222,0.478,0.787,35680595
201949,James Johnson,0.096,0.128,0.026,0.047,0.402,0.0,0.017,0.0,0.02,0.017,0.022,0.03,0.029,0.083,0.136,0.286,0.028,0.026,0.63,777703
1630164,James Wiseman,0.747,0.452,0.261,0.203,0.821,0.0,0.0,0.0,0.108,0.138,0.37,0.356,0.387,0.083,0.227,0.095,0.167,0.205,0.361,12119440
1641716,Jarace Walker,0.386,0.265,0.122,0.14,0.548,0.146,0.144,0.4,0.02,0.026,0.087,0.149,0.139,0.11,0.114,0.238,0.083,0.104,0.63,6059520
1630215,Jared Butler,0.47,0.366,0.217,0.212,0.653,0.125,0.169,0.308,0.078,0.078,0.043,0.119,0.109,0.294,0.295,0.333,0.056,0.182,0.546,1250000
1631197,Jared Rhoden,0.193,0.374,0.165,0.165,0.669,0.146,0.153,0.387,0.029,0.043,0.043,0.178,0.139,0.073,0.091,0.095,0.222,0.141,0.495,
1628991,Jaren Jackson Jr.,0.783,0.85,0.678,0.746,0.594,0.375,0.466,0.32,0.5,0.543,0.283,0.416,0.401,0.211,0.545,0.571,0.444,0.648,0.361,27102202
1629020,Jarred Vanderbilt,0.337,0.524,0.174,0.165,0.693,0.062,0.076,0.296,0.078,0.103,0.304,0.327,0.35,0.11,0.227,0.571,0.056,0.15,0.671,4698000
1628386,Jarrett Allen,0.916,0.837,0.583,0.449,0.849,0.0,0.008,0.0,0.294,0.353,0.696,0.733,0.766,0.248,0.364,0.333,0.306,0.476,0.722,20000000
1630554,Jason Preston,0.072,0.262,0.078,0.114,0.423,0.0,0.034,0.0,0.0,0.0,0.196,0.158,0.175,0.211,0.068,0.143,0.028,0.049,0.755,
1631241,Javon Freeman-Liberty,0.253,0.479,0.217,0.237,0.594,0.104,0.161,0.238,0.147,0.138,0.152,0.248,0.234,0.165,0.25,0.238,0.056,0.202,0.269,289542
1629750,Javonte Green,0.096,0.674,0.435,0.352,0.803,0.229,0.254,0.37,0.108,0.121,0.478,0.515,0.54,0.055,0.182,0.524,0.25,0.352,0.745,243758
1630606,Javonte Smart,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.463,
1629637,Jaxson Hayes,0.831,0.324,0.157,0.106,0.964,0.0,0.008,0.0,0.069,0.103,0.217,0.198,0.219,0.046,0.136,0.238,0.111,0.124,0.532,2165000
1630643,Jay Huff,0.229,0.056,0.043,0.034,0.803,0.042,0.042,0.333,0.01,0.009,0.022,0.05,0.044,0.009,0.023,0.048,0.056,0.035,0.579,
1627759,Jaylen Brown,0.831,0.885,0.783,0.758,0.668,0.438,0.5,0.354,0.294,0.371,0.261,0.426,0.401,0.33,0.545,0.571,0.139,0.663,0.875,31830357
1629669,Jaylen Nowell,0.145,0.428,0.226,0.254,0.584,0.104,0.186,0.207,0.049,0.06,0.109,0.139,0.131,0.138,0.114,0.143,0.056,0.179,0.486,
1631119,Jaylin Williams,0.819,0.337,0.122,0.14,0.558,0.167,0.178,0.368,0.049,0.052,0.109,0.287,0.248,0.147,0.114,0.19,0.111,0.115,0.685,2000000
1628369,Jayson Tatum,0.88,0.944,0.791,0.818,0.631,0.646,0.695,0.376,0.549,0.578,0.196,0.713,0.591,0.45,0.568,0.476,0.167,0.775,0.981,32600060
1630288,Jeff Dowtin Jr.,0.133,0.305,0.148,0.127,0.744,0.167,0.136,0.474,0.029,0.026,0.065,0.139,0.124,0.211,0.091,0.286,0.028,0.124,0.685,
201145,Jeff Green,0.928,0.439,0.183,0.199,0.61,0.146,0.178,0.331,0.157,0.164,0.13,0.168,0.168,0.083,0.136,0.095,0.111,0.187,0.556,9600000
203924,Jerami Grant,0.639,0.896,0.617,0.665,0.604,0.438,0.432,0.402,0.461,0.5,0.152,0.287,0.255,0.257,0.477,0.381,0.167,0.605,0.301,27586207
1630526,Jeremiah Robinson-Earl,0.458,0.219,0.104,0.102,0.635,0.062,0.085,0.333,0.029,0.034,0.13,0.139,0.139,0.046,0.091,0.143,0.028,0.084,0.574,684843
1631110,Jeremy Sochan,0.88,0.781,0.4,0.445,0.586,0.188,0.263,0.308,0.147,0.164,0.413,0.455,0.467,0.312,0.432,0.381,0.139,0.334,0.389,5316960
1630579,Jericho Sims,0.53,0.337,0.07,0.051,0.925,0.0,0.0,0.0,0.039,0.043,0.261,0.198,0.241,0.055,0.091,0.095,0.111,0.058,0.593,1927896
1631257,Jermaine Samuels Jr.,0.157,0.104,0.052,0.042,0.861,0.0,0.008,0.0,0.01,0.009,0.043,0.069,0.066,0.018,0.0,0.048,0.028,0.04,0.56,
1629010,Jerome Robinson,0.253,0.088,0.043,0.064,0.446,0.021,0.068,0.118,0.029,0.043,0.0,0.02,0.022,0.018,0.023,0.0,0.028,0.04,0.657,
1641724,Jett Howard,0.205,0.088,0.052,0.072,0.446,0.083,0.119,0.28,0.01,0.017,0.022,0.03,0.029,0.028,0.045,0.048,0.028,0.046,0.611,5026800
1628975,Jevon Carter,0.855,0.361,0.165,0.216,0.506,0.229,0.28,0.329,0.01,0.009,0.043,0.069,0.058,0.119,0.114,0.238,0.056,0.144,0.62,6190476
202710,Jimmy Butler,0.711,0.898,0.574,0.559,0.668,0.208,0.203,0.414,0.647,0.664,0.391,0.356,0.387,0.459,0.386,0.619,0.083,0.599,0.769,45183960
1629111,Jock Landale,0.663,0.353,0.165,0.157,0.689,0.042,0.059,0.25,0.088,0.103,0.348,0.149,0.226,0.11,0.136,0.19,0.167,0.141,0.736,8000000
203925,Joe Harris,0.181,0.273,0.078,0.102,0.481,0.125,0.161,0.333,0.01,0.009,0.043,0.059,0.058,0.055,0.068,0.095,0.028,0.069,0.463,19928571
204060,Joe Ingles,0.807,0.449,0.13,0.14,0.584,0.208,0.203,0.435,0.039,0.043,0.065,0.178,0.153,0.275,0.227,0.286,0.028,0.127,0.713,11000000
203954,Joel Embiid,0.458,0.888,1.0,0.924,0.708,0.292,0.305,0.388,1.0,1.0,0.522,0.851,0.803,0.514,0.864,0.571,0.472,1.0,0.917,47607350
1628381,John Collins,0.807,0.738,0.504,0.466,0.712,0.271,0.288,0.371,0.216,0.233,0.5,0.604,0.62,0.101,0.318,0.286,0.25,0.435,0.394,25340000
1629723,John Konchar,0.651,0.559,0.139,0.161,0.566,0.146,0.186,0.317,0.039,0.043,0.283,0.337,0.343,0.183,0.182,0.429,0.25,0.124,0.477,2400000
1631098,Johnny Davis,0.59,0.318,0.104,0.131,0.539,0.062,0.068,0.35,0.029,0.043,0.087,0.109,0.102,0.055,0.068,0.19,0.056,0.086,0.463,5050800
1630548,Johnny Juzang,0.229,0.487,0.226,0.233,0.621,0.333,0.331,0.416,0.049,0.06,0.087,0.149,0.131,0.11,0.159,0.095,0.028,0.207,0.583,
202685,Jonas Valanciunas,0.976,0.618,0.426,0.373,0.748,0.104,0.127,0.308,0.196,0.216,0.5,0.644,0.642,0.193,0.318,0.19,0.222,0.352,0.69,
1628371,Jonathan Isaac,0.687,0.412,0.217,0.208,0.683,0.146,0.161,0.375,0.098,0.121,0.283,0.317,0.328,0.046,0.114,0.333,0.333,0.196,0.745,17400000
1630228,Jonathan Kuminga,0.88,0.693,0.539,0.492,0.708,0.146,0.186,0.321,0.294,0.345,0.261,0.356,0.35,0.202,0.364,0.333,0.139,0.464,0.681,6012840
1629007,Jontay Porter,0.301,0.358,0.13,0.169,0.515,0.167,0.195,0.333,0.059,0.06,0.217,0.218,0.234,0.211,0.182,0.381,0.222,0.127,0.472,
203903,Jordan Clarkson,0.651,0.807,0.53,0.627,0.553,0.354,0.475,0.294,0.314,0.319,0.196,0.248,0.248,0.459,0.614,0.286,0.028,0.493,0.44,23487629
1630259,Jordan Ford,0.06,0.086,0.061,0.051,0.764,0.062,0.042,0.667,0.029,0.026,0.0,0.03,0.022,0.028,0.045,0.0,0.0,0.058,0.708,
1630692,Jordan Goodwin,0.675,0.484,0.217,0.284,0.494,0.146,0.212,0.298,0.078,0.086,0.326,0.287,0.321,0.248,0.227,0.381,0.083,0.187,0.528,1927896
1641722,Jordan Hawkins,0.795,0.452,0.226,0.288,0.511,0.333,0.373,0.366,0.098,0.103,0.087,0.178,0.161,0.092,0.136,0.143,0.028,0.225,0.611,4310160
1629162,Jordan McLaughlin,0.663,0.289,0.113,0.11,0.647,0.167,0.136,0.472,0.02,0.026,0.065,0.099,0.095,0.183,0.068,0.286,0.028,0.101,0.731,2320000
1641757,Jordan Miller,0.084,0.083,0.052,0.047,0.744,0.021,0.025,0.5,0.029,0.026,0.087,0.03,0.044,0.0,0.023,0.0,0.0,0.046,0.528,
1629670,Jordan Nwora,0.614,0.356,0.235,0.246,0.618,0.167,0.212,0.336,0.078,0.086,0.109,0.228,0.212,0.11,0.227,0.238,0.083,0.202,0.426,3000000
1629673,Jordan Poole,0.928,0.794,0.548,0.644,0.553,0.5,0.61,0.326,0.245,0.241,0.087,0.228,0.197,0.404,0.545,0.524,0.083,0.501,0.273,27455357
1641775,Jordan Walsh,0.096,0.238,0.061,0.072,0.535,0.042,0.085,0.222,0.01,0.017,0.13,0.168,0.161,0.055,0.068,0.286,0.028,0.049,0.843,1119563
1630631,Jose Alvarado,0.663,0.481,0.217,0.263,0.552,0.292,0.314,0.377,0.059,0.078,0.087,0.178,0.168,0.193,0.159,0.524,0.083,0.205,0.801,1836096
1630581,Josh Giddey,0.952,0.66,0.435,0.449,0.636,0.208,0.254,0.337,0.127,0.138,0.304,0.495,0.467,0.44,0.477,0.333,0.167,0.354,0.819,6587040
1630182,Josh Green,0.675,0.695,0.27,0.28,0.641,0.271,0.28,0.385,0.069,0.086,0.152,0.248,0.234,0.211,0.25,0.381,0.056,0.236,0.519,4765339
1628404,Josh Hart,0.964,0.882,0.313,0.356,0.581,0.208,0.271,0.31,0.108,0.121,0.348,0.673,0.606,0.376,0.341,0.429,0.083,0.271,0.801,12960000
1631169,Josh Minott,0.373,0.067,0.043,0.047,0.632,0.021,0.025,0.4,0.039,0.034,0.022,0.04,0.036,0.028,0.023,0.095,0.056,0.046,0.63,1719864
1629006,Josh Okogie,0.711,0.417,0.122,0.144,0.558,0.104,0.136,0.309,0.127,0.147,0.261,0.129,0.19,0.101,0.136,0.381,0.111,0.133,0.606,2815937
1626196,Josh Richardson,0.506,0.674,0.313,0.343,0.594,0.312,0.373,0.347,0.118,0.112,0.087,0.238,0.204,0.22,0.182,0.286,0.083,0.285,0.486,2891467
1630563,Joshua Primo,0.012,0.126,0.043,0.064,0.446,0.0,0.042,0.0,0.0,0.0,0.109,0.0,0.036,0.0,0.455,0.0,0.139,0.029,0.579,6105941
201950,Jrue Holiday,0.819,0.866,0.417,0.424,0.643,0.417,0.398,0.429,0.088,0.086,0.261,0.416,0.394,0.44,0.409,0.429,0.222,0.36,0.889,36861707
1629308,Juan Toscano-Anderson,0.12,0.118,0.026,0.047,0.335,0.021,0.034,0.25,0.0,0.0,0.087,0.089,0.095,0.037,0.045,0.048,0.028,0.017,0.565,439581
1631262,Jules Bernard,0.217,0.201,0.13,0.144,0.606,0.125,0.127,0.379,0.029,0.043,0.109,0.079,0.102,0.073,0.091,0.095,0.028,0.112,0.667,
1630577,Julian Champagnie,0.88,0.519,0.191,0.229,0.546,0.292,0.314,0.365,0.098,0.103,0.13,0.218,0.204,0.128,0.182,0.286,0.167,0.196,0.514,3000000
1641763,Julian Phillips,0.47,0.206,0.07,0.081,0.557,0.062,0.085,0.316,0.029,0.043,0.065,0.059,0.066,0.028,0.068,0.095,0.056,0.063,0.597,1600000
1631124,Julian Strawther,0.59,0.281,0.139,0.186,0.494,0.167,0.237,0.297,0.039,0.052,0.022,0.109,0.088,0.083,0.114,0.143,0.028,0.13,0.505,2431080
203944,Julius Randle,0.542,0.936,0.748,0.771,0.632,0.354,0.449,0.311,0.5,0.569,0.478,0.693,0.672,0.459,0.795,0.238,0.083,0.692,0.819,28226880
1630551,Justin Champagnie,0.169,0.409,0.183,0.22,0.549,0.188,0.254,0.289,0.078,0.086,0.283,0.228,0.255,0.119,0.159,0.333,0.167,0.17,0.421,
203200,Justin Holiday,0.687,0.388,0.13,0.14,0.608,0.188,0.195,0.404,0.01,0.009,0.043,0.109,0.088,0.11,0.045,0.286,0.056,0.115,0.644,2019706
1628382,Justin Jackson,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602,
1631303,Justin Minaya,0.398,0.289,0.052,0.093,0.398,0.083,0.119,0.245,0.01,0.026,0.196,0.079,0.117,0.055,0.068,0.143,0.083,0.052,0.491,
203994,Jusuf Nurkic,0.904,0.719,0.365,0.352,0.683,0.062,0.102,0.244,0.216,0.293,0.63,0.802,0.803,0.367,0.523,0.524,0.306,0.314,0.847,16875000
1630231,KJ Martin,0.711,0.321,0.139,0.127,0.718,0.021,0.042,0.286,0.039,0.06,0.152,0.149,0.161,0.083,0.114,0.19,0.056,0.107,0.597,1930681
1629232,Kaiser Gates,0.0,0.187,0.0,0.169,0.0,0.0,0.169,0.0,0.0,0.0,0.0,0.099,0.073,0.0,0.0,0.0,0.0,0.0,0.509,
1626157,Karl-Anthony Towns,0.735,0.864,0.67,0.648,0.675,0.458,0.449,0.416,0.402,0.405,0.326,0.673,0.606,0.275,0.659,0.333,0.194,0.628,0.843,36016200
202695,Kawhi Leonard,0.807,0.906,0.783,0.725,0.703,0.438,0.415,0.417,0.363,0.362,0.261,0.485,0.445,0.33,0.409,0.762,0.25,0.683,0.87,45640084
1631099,Keegan Murray,0.916,0.888,0.504,0.538,0.608,0.5,0.559,0.358,0.127,0.138,0.304,0.406,0.401,0.156,0.182,0.476,0.222,0.438,0.685,8409000
1628966,Keita Bates-Diop,0.627,0.324,0.122,0.131,0.581,0.083,0.11,0.304,0.059,0.069,0.13,0.149,0.153,0.064,0.068,0.238,0.111,0.107,0.556,2346614
1629640,Keldon Johnson,0.819,0.778,0.496,0.53,0.608,0.375,0.449,0.346,0.245,0.276,0.304,0.406,0.401,0.257,0.318,0.333,0.083,0.452,0.37,20000000
203482,Kelly Olynyk,0.928,0.591,0.304,0.271,0.743,0.167,0.169,0.387,0.186,0.198,0.304,0.386,0.387,0.404,0.432,0.429,0.111,0.282,0.444,12195122
1626162,Kelly Oubre Jr.,0.807,0.797,0.496,0.547,0.59,0.312,0.407,0.311,0.255,0.293,0.304,0.356,0.365,0.138,0.295,0.524,0.194,0.444,0.583,2019706
1631112,Kendall Brown,0.169,0.102,0.043,0.042,0.714,0.0,0.008,0.0,0.029,0.043,0.043,0.01,0.022,0.028,0.023,0.0,0.0,0.04,0.528,1100000
1631254,Kenneth Lofton Jr.,0.241,0.241,0.148,0.157,0.618,0.062,0.093,0.292,0.078,0.103,0.13,0.119,0.131,0.147,0.159,0.143,0.056,0.133,0.579,500000
1629026,Kenrich Williams,0.819,0.388,0.165,0.174,0.627,0.167,0.169,0.397,0.01,0.017,0.196,0.208,0.219,0.119,0.114,0.286,0.028,0.135,0.704,6175000
203484,Kentavious Caldwell-Pope,0.904,0.834,0.313,0.326,0.616,0.333,0.347,0.406,0.127,0.129,0.087,0.198,0.175,0.22,0.227,0.619,0.167,0.291,0.949,14704938
1631165,Keon Ellis,0.675,0.449,0.165,0.174,0.617,0.25,0.246,0.417,0.049,0.052,0.13,0.158,0.161,0.138,0.136,0.429,0.139,0.156,0.676,683430
1630553,Keon Johnson,0.048,0.318,0.139,0.178,0.51,0.167,0.169,0.4,0.216,0.207,0.13,0.079,0.102,0.055,0.227,0.286,0.056,0.179,0.37,2808720
1630556,Kessler Edwards,0.639,0.126,0.052,0.064,0.556,0.083,0.085,0.385,0.01,0.017,0.043,0.059,0.058,0.028,0.023,0.095,0.028,0.049,0.565,1927896
201142,Kevin Durant,0.892,0.984,0.87,0.809,0.7,0.458,0.458,0.413,0.471,0.483,0.109,0.604,0.482,0.459,0.75,0.429,0.333,0.781,0.782,47649433
1628989,Kevin Huerter,0.759,0.642,0.339,0.373,0.593,0.396,0.449,0.361,0.059,0.06,0.13,0.287,0.255,0.239,0.182,0.333,0.111,0.294,0.657,15669643
1628995,Kevin Knox II,0.361,0.473,0.243,0.254,0.618,0.208,0.254,0.33,0.059,0.06,0.13,0.178,0.175,0.064,0.159,0.19,0.056,0.207,0.477,
201567,Kevin Love,0.651,0.439,0.252,0.275,0.589,0.312,0.373,0.344,0.147,0.172,0.239,0.505,0.445,0.193,0.205,0.143,0.056,0.254,0.694,3835738
1630284,Kevon Harris,0.012,0.07,0.087,0.064,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.099,0.073,0.046,0.114,0.0,0.0,0.058,0.602,
1626172,Kevon Looney,0.88,0.42,0.165,0.131,0.799,0.0,0.0,0.0,0.078,0.095,0.413,0.366,0.416,0.165,0.159,0.19,0.111,0.13,0.625,7500000
1641749,Keyontae Johnson,0.096,0.187,0.052,0.076,0.419,0.021,0.025,0.333,0.0,0.0,0.087,0.069,0.08,0.037,0.091,0.048,0.0,0.035,0.565,
1641718,Keyonte George,0.892,0.711,0.374,0.462,0.523,0.417,0.5,0.334,0.245,0.259,0.043,0.257,0.204,0.404,0.568,0.238,0.028,0.375,0.37,3889800
203114,Khris Middleton,0.651,0.711,0.504,0.496,0.66,0.354,0.381,0.381,0.176,0.19,0.152,0.386,0.343,0.486,0.523,0.429,0.083,0.435,0.708,29320988
1630165,Killian Hayes,0.494,0.631,0.243,0.284,0.553,0.104,0.153,0.297,0.078,0.103,0.065,0.257,0.204,0.45,0.273,0.429,0.139,0.199,0.333,7413955
1630184,Kira Lewis Jr.,0.325,0.241,0.104,0.14,0.495,0.021,0.102,0.121,0.059,0.06,0.065,0.059,0.066,0.119,0.114,0.143,0.028,0.092,0.491,5722116
202691,Klay Thompson,0.916,0.783,0.557,0.623,0.578,0.729,0.763,0.387,0.157,0.155,0.109,0.277,0.241,0.211,0.341,0.286,0.139,0.516,0.606,43219440
1641738,Kobe Brown,0.518,0.23,0.07,0.085,0.55,0.062,0.093,0.292,0.0,0.0,0.109,0.099,0.102,0.055,0.045,0.143,0.028,0.058,0.505,2413320
1641723,Kobe Bufkin,0.193,0.297,0.174,0.229,0.495,0.104,0.203,0.225,0.02,0.043,0.087,0.158,0.139,0.147,0.136,0.19,0.083,0.138,0.505,4094280
1628424,Kobi Simmons,0.036,0.441,0.2,0.225,0.574,0.104,0.169,0.25,0.0,0.0,0.065,0.149,0.131,0.275,0.068,0.714,0.139,0.144,0.241,
1627739,Kris Dunn,0.783,0.495,0.191,0.199,0.629,0.125,0.144,0.369,0.029,0.043,0.174,0.208,0.212,0.349,0.273,0.476,0.111,0.156,0.611,2586665
1631200,Kris Murray,0.735,0.57,0.2,0.25,0.53,0.167,0.254,0.268,0.059,0.078,0.304,0.218,0.263,0.119,0.205,0.429,0.083,0.176,0.481,2847480
204001,Kristaps Porzingis,0.675,0.781,0.591,0.559,0.691,0.396,0.432,0.375,0.441,0.457,0.37,0.545,0.526,0.183,0.364,0.333,0.528,0.579,0.94,
203937,Kyle Anderson,0.94,0.594,0.217,0.233,0.616,0.021,0.051,0.229,0.118,0.147,0.174,0.267,0.255,0.385,0.273,0.429,0.167,0.184,0.699,9219512
1628398,Kyle Kuzma,0.831,0.861,0.757,0.797,0.62,0.458,0.542,0.336,0.265,0.293,0.196,0.564,0.482,0.385,0.614,0.238,0.194,0.64,0.231,25568182
200768,Kyle Lowry,0.711,0.743,0.235,0.267,0.578,0.333,0.356,0.392,0.108,0.112,0.13,0.267,0.234,0.385,0.318,0.476,0.111,0.233,0.602,32478379
202681,Kyrie Irving,0.687,0.925,0.843,0.826,0.665,0.625,0.619,0.411,0.324,0.31,0.174,0.416,0.365,0.477,0.409,0.619,0.139,0.738,0.824,37037037
1630163,LaMelo Ball,0.253,0.853,0.722,0.814,0.58,0.667,0.763,0.355,0.402,0.405,0.283,0.376,0.372,0.734,0.864,0.857,0.056,0.689,0.31,10900635
1630205,Lamar Stevens,0.446,0.382,0.243,0.267,0.602,0.083,0.102,0.304,0.108,0.121,0.196,0.238,0.241,0.064,0.136,0.286,0.167,0.207,0.611,2419706
1629013,Landry Shamet,0.542,0.412,0.226,0.254,0.577,0.25,0.288,0.338,0.078,0.086,0.065,0.099,0.095,0.11,0.159,0.238,0.056,0.205,0.454,10250000
1626204,Larry Nance Jr.,0.723,0.521,0.2,0.169,0.767,0.083,0.093,0.415,0.078,0.086,0.326,0.347,0.365,0.174,0.182,0.476,0.083,0.164,0.657,10375000
1628374,Lauri Markkanen,0.651,0.874,0.678,0.686,0.643,0.667,0.678,0.399,0.441,0.431,0.478,0.584,0.599,0.183,0.318,0.429,0.139,0.669,0.62,17259999
2544,LeBron James,0.843,0.933,0.835,0.758,0.723,0.438,0.432,0.41,0.422,0.491,0.196,0.634,0.533,0.761,0.795,0.619,0.139,0.741,0.745,47607350
1641778,Leaky Black,0.301,0.281,0.087,0.085,0.644,0.062,0.068,0.45,0.039,0.052,0.065,0.149,0.131,0.083,0.045,0.143,0.111,0.078,0.556,
1631159,Leonard Miller,0.193,0.072,0.07,0.051,0.87,0.021,0.025,0.4,0.01,0.009,0.065,0.089,0.088,0.046,0.023,0.048,0.028,0.049,0.625,1800000
1631311,Lester Quinones,0.434,0.275,0.13,0.161,0.531,0.188,0.203,0.364,0.049,0.069,0.13,0.139,0.139,0.092,0.114,0.095,0.028,0.127,0.625,548815
1629623,Lindell Wigginton,0.024,0.056,0.061,0.072,0.535,0.0,0.059,0.0,0.069,0.06,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0.058,0.449,
1630322,Lindy Waters III,0.446,0.187,0.113,0.114,0.631,0.208,0.186,0.435,0.01,0.009,0.043,0.089,0.08,0.055,0.045,0.048,0.056,0.104,0.56,766095
1629022,Lonnie Walker IV,0.687,0.455,0.313,0.36,0.566,0.375,0.398,0.384,0.078,0.086,0.043,0.198,0.161,0.119,0.205,0.286,0.083,0.28,0.606,2019706
1629652,Luguentz Dort,0.94,0.749,0.313,0.352,0.586,0.417,0.424,0.394,0.157,0.172,0.196,0.267,0.263,0.128,0.205,0.429,0.167,0.314,0.806,15277778
1629029,Luka Doncic,0.831,0.992,1.0,1.0,0.652,0.854,0.898,0.382,0.667,0.75,0.174,0.832,0.672,0.899,0.909,0.667,0.139,0.977,0.815,
1630568,Luka Garza,0.289,0.12,0.122,0.127,0.643,0.083,0.11,0.281,0.069,0.086,0.174,0.05,0.088,0.018,0.045,0.095,0.0,0.115,0.616,127683
1629677,Luka Samanic,0.506,0.241,0.122,0.157,0.509,0.062,0.127,0.203,0.098,0.112,0.109,0.188,0.175,0.037,0.159,0.048,0.056,0.118,0.546,
1628379,Luke Kennard,0.458,0.674,0.313,0.343,0.6,0.563,0.517,0.45,0.098,0.103,0.065,0.257,0.212,0.321,0.318,0.238,0.028,0.317,0.38,14763636
1628436,Luke Kornet,0.747,0.406,0.2,0.136,0.937,0.0,0.0,1.0,0.078,0.078,0.413,0.228,0.299,0.101,0.068,0.19,0.278,0.153,0.764,2413304
1630201,Malachi Flynn,0.819,0.329,0.174,0.199,0.56,0.167,0.203,0.331,0.078,0.086,0.065,0.129,0.124,0.174,0.205,0.286,0.028,0.159,0.481,3873025
1631103,Malaki Branham,0.892,0.559,0.313,0.356,0.578,0.25,0.305,0.347,0.069,0.069,0.087,0.158,0.146,0.193,0.273,0.19,0.028,0.265,0.37,3071880
1627763,Malcolm Brogdon,0.458,0.757,0.487,0.538,0.589,0.438,0.432,0.412,0.235,0.259,0.152,0.307,0.277,0.505,0.341,0.333,0.056,0.452,0.505,22500000
1630608,Malcolm Cazalon,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833,
